"from","to","weight","hourdiff","is_duplicate"
"187490085","187490153",1,0,"from"
"187490087","187486354",0.6435,-24,"from"
"187490090","187486184",0.4842,-24,"from"
"187490108","187489956",1,0,"to"
"187490109","187490032",0.809,0,"to"
"187490109","187490073",0.809,0,"to"
"187490121","187489994",1,0,"to"
"187490126","187490038",1,0,"to"
"187490132","187489941",1,0,"to"
"187490139","187490056",0.9998,0,"to"
"187490140","187489980",1,0,"to"
"187490153","187490085",1,0,"to"
"187512564","187512649",1,0,"from"
"187512565","187512606",1,0,"from"
"187512571","187512620",1,0,"both"
"187512571","187512647",1,0,"from"
"187512572","187512640",1,0,"from"
"187512574","187512583",1,0,"from"
"187512577","187512655",1,0,"from"
"187512579","187520848",0.6794,24,"to"
"187512579","187520875",0.6794,24,"to"
"187512581","187488227",1,-24,"both"
"187512581","187520814",1,24,"both"
"187512583","187512574",1,0,"to"
"187512588","187512641",1,0,"from"
"187512591","187488306",0.5788,-24,"from"
"187512596","187488241",0.982,-24,"both"
"187512596","187520883",0.982,24,"both"
"187512598","187488252",1,-24,"both"
"187512598","187520792",1,24,"both"
"187512604","187512633",1,0,"from"
"187512605","187488321",0.708,-24,"from"
"187512606","187512565",1,0,"to"
"187512610","187488312",0.4764,-24,"from"
"187512610","187512625",1,0,"both"
"187512611","187488284",0.678,-24,"from"
"187512614","187488297",0.8367,-24,"both"
"187512614","187520836",0.7552,24,"both"
"187512620","187512571",1,0,"both"
"187512620","187512647",1,0,"from"
"187512622","187520787",0.4791,24,"to"
"187512624","187520823",0.5002,24,"to"
"187512625","187488312",0.4764,-24,"from"
"187512625","187512610",1,0,"both"
"187512627","187520817",0.4027,24,"to"
"187512627","187520844",0.4027,24,"to"
"187512633","187512604",1,0,"to"
"187512640","187512572",1,0,"to"
"187512641","187512588",1,0,"to"
"187512643","187488286",1,-24,"both"
"187512643","187520833",1,24,"both"
"187512647","187512571",1,0,"to"
"187512647","187512620",1,0,"to"
"187512649","187512564",1,0,"to"
"187512655","187512577",1,0,"to"
"187512657","187512659",1,0,"from"
"187512659","187512657",1,0,"to"
"187514428","187514472",1,0,"from"
"187514430","187514514",1,0,"from"
"187514431","187514639",0.6026,0,"both"
"187514434","187514519",1,0,"from"
"187514444","187514613",1,0,"from"
"187514446","187514461",1,0,"from"
"187514448","187514623",1,0,"from"
"187514451","187514534",1,0,"from"
"187514455","187514630",1,0,"from"
"187514458","187514497",1,0,"from"
"187514461","187514446",1,0,"to"
"187514463","187514487",1,0,"from"
"187514472","187514428",1,0,"to"
"187514475","187514704",1,0,"from"
"187514479","187522364",0.5474,24,"to"
"187514482","187514577",1,0,"from"
"187514484","187514511",1,0,"from"
"187514487","187514463",1,0,"to"
"187514492","187514685",1,0,"from"
"187514497","187514458",1,0,"to"
"187514498","187514552",1,0,"from"
"187514499","187514532",1,0,"from"
"187514500","187514512",1,0,"from"
"187514504","187514649",1,0,"from"
"187514511","187514484",1,0,"to"
"187514512","187514500",1,0,"to"
"187514514","187514430",1,0,"to"
"187514516","187514540",1,0,"from"
"187514517","187490052",0.5238,-24,"from"
"187514519","187514434",1,0,"to"
"187514527","187522909",0.5549,24,"to"
"187514532","187514499",1,0,"to"
"187514533","187514634",1,0,"from"
"187514534","187514451",1,0,"to"
"187514540","187514516",1,0,"to"
"187514544","187489928",0.4548,-24,"from"
"187514544","187514585",0.6368,0,"from"
"187514550","187514557",1,0,"from"
"187514552","187514498",1,0,"to"
"187514557","187514550",1,0,"to"
"187514558","187514718",1,0,"from"
"187514563","187514567",1,0,"from"
"187514564","187514675",1,0,"from"
"187514567","187514563",1,0,"to"
"187514569","187514703",1,0,"from"
"187514570","187514583",1,0,"from"
"187514577","187514482",1,0,"to"
"187514583","187514570",1,0,"to"
"187514585","187514544",0.6368,0,"to"
"187514596","187514696",1,0,"from"
"187514599","187514707",1,0,"from"
"187514602","187514659",1,0,"from"
"187514609","187514628",1,0,"from"
"187514613","187514444",1,0,"to"
"187514623","187514448",1,0,"to"
"187514628","187514609",1,0,"to"
"187514630","187514455",1,0,"to"
"187514633","187514674",1,0,"from"
"187514634","187514533",1,0,"to"
"187514637","187514663",1,0,"from"
"187514639","187514431",0.6026,0,"both"
"187514639","187514651",0.4394,0,"from"
"187514649","187514504",1,0,"to"
"187514651","187514639",0.4394,0,"to"
"187514652","187514716",0.4791,0,"to"
"187514652","187522612",0.4144,24,"to"
"187514659","187514602",1,0,"to"
"187514663","187514637",1,0,"to"
"187514668","187514693",1,0,"from"
"187514674","187514633",1,0,"to"
"187514675","187514564",1,0,"to"
"187514685","187514492",1,0,"to"
"187514690","187489863",0.7261,-24,"from"
"187514693","187514668",1,0,"to"
"187514696","187514596",1,0,"to"
"187514703","187514569",1,0,"to"
"187514704","187514475",1,0,"to"
"187514707","187514599",1,0,"to"
"187514713","187514714",1,0,"from"
"187514714","187514713",1,0,"to"
"187514716","187490012",0.4753,-24,"both"
"187514716","187514652",0.4791,0,"from"
"187514716","187522612",0.4122,24,"both"
"187514718","187514558",1,0,"to"
"187520786","187520840",1,0,"from"
"187520787","187512622",0.4791,-24,"from"
"187520791","187520798",1,0,"from"
"187520792","187512598",1,-24,"both"
"187520792","187522994",1,24,"both"
"187520798","187520791",1,0,"to"
"187520799","187520810",1,0,"both"
"187520799","187520876",1,0,"from"
"187520801","187520854",1,0,"from"
"187520810","187520799",1,0,"both"
"187520810","187520876",1,0,"from"
"187520814","187512581",1,-24,"both"
"187520814","187523093",0.9368,24,"both"
"187520817","187512627",0.4027,-24,"from"
"187520817","187520844",1,0,"both"
"187520823","187512624",0.5002,-24,"from"
"187520829","187520847",1,0,"from"
"187520833","187512643",1,-24,"both"
"187520833","187522948",1,24,"both"
"187520834","187520871",0.5626,0,"from"
"187520836","187512614",0.7552,-24,"both"
"187520836","187523071",0.6108,24,"both"
"187520836","187523074",0.6783,24,"both"
"187520837","187522999",0.607,24,"to"
"187520838","187520882",0.5303,0,"from"
"187520840","187520786",1,0,"to"
"187520842","187520853",1,0,"from"
"187520844","187512627",0.4027,-24,"from"
"187520844","187520817",1,0,"both"
"187520847","187520829",1,0,"to"
"187520848","187512579",0.6794,-24,"from"
"187520848","187520875",1,0,"both"
"187520853","187520842",1,0,"to"
"187520854","187520801",1,0,"to"
"187520871","187520834",0.5626,0,"to"
"187520875","187512579",0.6794,-24,"from"
"187520875","187520848",1,0,"both"
"187520876","187520799",1,0,"to"
"187520876","187520810",1,0,"to"
"187520882","187520838",0.5303,0,"to"
"187520883","187512596",0.982,-24,"both"
"187522363","187522371",1,0,"from"
"187522364","187514479",0.5474,-24,"from"
"187522367","187522390",1,0,"from"
"187522371","187522363",1,0,"to"
"187522375","187522640",1,0,"from"
"187522376","187522505",1,0,"from"
"187522380","187522474",1,0,"both"
"187522380","187522650",1,0,"both"
"187522380","187522660",1,0,"from"
"187522383","187522564",1,0,"from"
"187522384","187522595",1,0,"from"
"187522390","187522367",1,0,"to"
"187522392","187522480",1,0,"both"
"187522392","187522496",1,0,"both"
"187522392","187522600",1,0,"from"
"187522398","187522546",1,0,"from"
"187522404","187522642",1,0,"both"
"187522404","187522654",1,0,"from"
"187522407","187522605",1,0,"from"
"187522414","187522607",0.6702,0,"from"
"187522417","187522575",1,0,"from"
"187522419","187522534",1,0,"from"
"187522424","187522606",1,0,"from"
"187522429","187522458",1,0,"from"
"187522440","187522585",1,0,"from"
"187522450","187522579",1,0,"from"
"187522457","187522472",1,0,"from"
"187522458","187522429",1,0,"to"
"187522460","187522514",1,0,"from"
"187522462","187522573",1,0,"from"
"187522464","187522501",1,0,"from"
"187522465","187522915",1,0,"from"
"187522467","187522577",1,0,"from"
"187522469","187522488",0.4748,0,"from"
"187522472","187522457",1,0,"to"
"187522473","187522491",1,0,"from"
"187522474","187522380",1,0,"both"
"187522474","187522650",1,0,"both"
"187522474","187522660",1,0,"from"
"187522477","187522517",1,0,"from"
"187522480","187522392",1,0,"both"
"187522480","187522496",1,0,"both"
"187522480","187522600",1,0,"from"
"187522484","187522485",1,0,"from"
"187522485","187522484",1,0,"to"
"187522487","187522634",1,0,"from"
"187522488","187522469",0.4748,0,"to"
"187522490","187522637",1,0,"from"
"187522491","187522473",1,0,"to"
"187522496","187522392",1,0,"both"
"187522496","187522480",1,0,"both"
"187522496","187522600",1,0,"from"
"187522501","187522464",1,0,"to"
"187522503","187522628",1,0,"from"
"187522505","187522376",1,0,"to"
"187522508","187522538",1,0,"from"
"187522509","187522545",1,0,"from"
"187522514","187522460",1,0,"to"
"187522515","187522524",1,0,"from"
"187522517","187522477",1,0,"to"
"187522524","187522515",1,0,"to"
"187522533","187522560",1,0,"from"
"187522534","187522419",1,0,"to"
"187522538","187522508",1,0,"to"
"187522539","187522596",0.9932,0,"both"
"187522539","187522619",0.4028,0,"from"
"187522541","187522653",1,0,"from"
"187522544","187522562",1,0,"from"
"187522545","187522509",1,0,"to"
"187522546","187522398",1,0,"to"
"187522551","187522622",1,0,"from"
"187522560","187522533",1,0,"to"
"187522562","187522544",1,0,"to"
"187522564","187522383",1,0,"to"
"187522573","187522462",1,0,"to"
"187522575","187522417",1,0,"to"
"187522576","187522624",1,0,"from"
"187522577","187522467",1,0,"to"
"187522579","187522450",1,0,"to"
"187522584","187522608",1,0,"both"
"187522584","187522616",1,0,"from"
"187522585","187522440",1,0,"to"
"187522595","187522384",1,0,"to"
"187522596","187522539",0.9932,0,"both"
"187522596","187522619",0.4056,0,"from"
"187522599","187522646",1,0,"from"
"187522600","187522392",1,0,"to"
"187522600","187522480",1,0,"to"
"187522600","187522496",1,0,"to"
"187522605","187522407",1,0,"to"
"187522606","187522424",1,0,"to"
"187522607","187522414",0.6702,0,"to"
"187522608","187522584",1,0,"both"
"187522608","187522616",1,0,"from"
"187522612","187514652",0.4144,-24,"from"
"187522612","187514716",0.4122,-24,"both"
"187522616","187522584",1,0,"to"
"187522616","187522608",1,0,"to"
"187522619","187522539",0.4028,0,"to"
"187522619","187522596",0.4056,0,"to"
"187522622","187522551",1,0,"to"
"187522624","187522576",1,0,"to"
"187522628","187522503",1,0,"to"
"187522634","187522487",1,0,"to"
"187522637","187522490",1,0,"to"
"187522640","187522375",1,0,"to"
"187522642","187522404",1,0,"both"
"187522642","187522654",1,0,"from"
"187522646","187522599",1,0,"to"
"187522650","187522380",1,0,"both"
"187522650","187522474",1,0,"both"
"187522650","187522660",1,0,"from"
"187522653","187522541",1,0,"to"
"187522654","187522404",1,0,"to"
"187522654","187522642",1,0,"to"
"187522660","187522380",1,0,"to"
"187522660","187522474",1,0,"to"
"187522660","187522650",1,0,"to"
"187522663","187522720",1,0,"both"
"187522663","187522744",1,0,"both"
"187522663","187522760",1,0,"both"
"187522663","187522826",1,0,"from"
"187522666","187522680",1,0,"both"
"187522666","187522690",1,0,"both"
"187522666","187522854",1,0,"from"
"187522670","187522692",0.9963,0,"both"
"187522670","187522736",0.9963,0,"both"
"187522670","187522752",1,0,"both"
"187522670","187522830",1,0,"from"
"187522671","187522765",1,0,"from"
"187522673","187522770",1,0,"from"
"187522674","187522709",1,0,"both"
"187522674","187522717",1,0,"both"
"187522674","187522724",1,0,"both"
"187522674","187522833",1,0,"both"
"187522674","187522871",1,0,"from"
"187522675","187522738",1,0,"from"
"187522677","187522698",1,0,"both"
"187522677","187522749",1,0,"both"
"187522677","187522777",1,0,"both"
"187522677","187522822",1,0,"both"
"187522677","187522855",1,0,"from"
"187522678","187522769",1,0,"from"
"187522680","187522666",1,0,"both"
"187522680","187522690",1,0,"both"
"187522680","187522854",1,0,"from"
"187522681","187522695",1,0,"both"
"187522681","187522761",1,0,"both"
"187522681","187522776",1,0,"from"
"187522683","187522686",1,0,"both"
"187522683","187522745",1,0,"both"
"187522683","187522862",1,0,"from"
"187522686","187522683",1,0,"both"
"187522686","187522745",1,0,"both"
"187522686","187522862",1,0,"from"
"187522688","187522803",1,0,"from"
"187522690","187522666",1,0,"both"
"187522690","187522680",1,0,"both"
"187522690","187522854",1,0,"from"
"187522691","187522882",1,0,"from"
"187522692","187522670",0.9963,0,"both"
"187522692","187522736",1,0,"both"
"187522692","187522752",0.9963,0,"both"
"187522692","187522830",0.9963,0,"from"
"187522693","187522747",1,0,"both"
"187522693","187522763",1,0,"both"
"187522693","187522793",1,0,"both"
"187522693","187522841",1,0,"both"
"187522693","187522883",1,0,"from"
"187522694","187522727",1,0,"from"
"187522695","187522681",1,0,"both"
"187522695","187522761",1,0,"both"
"187522695","187522776",1,0,"from"
"187522698","187522677",1,0,"both"
"187522698","187522749",1,0,"both"
"187522698","187522777",1,0,"both"
"187522698","187522822",1,0,"both"
"187522698","187522855",1,0,"from"
"187522699","187522739",1,0,"both"
"187522699","187522758",1,0,"both"
"187522699","187522899",1,0,"both"
"187522699","187522913",1,0,"from"
"187522700","187522783",1,0,"both"
"187522700","187522790",1,0,"both"
"187522700","187522832",1,0,"both"
"187522700","187522867",1,0,"both"
"187522700","187522884",1,0,"from"
"187522702","187522757",1,0,"from"
"187522704","187522784",1,0,"both"
"187522704","187522794",1,0,"both"
"187522704","187522864",1,0,"from"
"187522708","187522743",1,0,"both"
"187522708","187522755",1,0,"both"
"187522708","187522819",1,0,"from"
"187522709","187522674",1,0,"both"
"187522709","187522717",1,0,"both"
"187522709","187522724",1,0,"both"
"187522709","187522833",1,0,"both"
"187522709","187522871",1,0,"from"
"187522710","187522762",1,0,"both"
"187522710","187522813",1,0,"both"
"187522710","187522844",1,0,"both"
"187522710","187522879",1,0,"both"
"187522710","187522889",1,0,"both"
"187522710","187522896",1,0,"from"
"187522712","187522730",1,0,"both"
"187522712","187522914",1,0,"from"
"187522716","187522876",1,0,"from"
"187522717","187522674",1,0,"both"
"187522717","187522709",1,0,"both"
"187522717","187522724",1,0,"both"
"187522717","187522833",1,0,"both"
"187522717","187522871",1,0,"from"
"187522718","187522753",1,0,"from"
"187522719","187522827",1,0,"from"
"187522720","187522663",1,0,"both"
"187522720","187522744",1,0,"both"
"187522720","187522760",1,0,"both"
"187522720","187522826",1,0,"from"
"187522724","187522674",1,0,"both"
"187522724","187522709",1,0,"both"
"187522724","187522717",1,0,"both"
"187522724","187522833",1,0,"both"
"187522724","187522871",1,0,"from"
"187522726","187522767",1,0,"from"
"187522727","187522694",1,0,"to"
"187522728","187522875",1,0,"from"
"187522730","187522712",1,0,"both"
"187522730","187522914",1,0,"from"
"187522731","187522766",1,0,"from"
"187522732","187522851",1,0,"both"
"187522732","187522920",1,0,"from"
"187522733","187522788",1,0,"both"
"187522733","187522849",1,0,"both"
"187522733","187522865",1,0,"from"
"187522736","187522670",0.9963,0,"both"
"187522736","187522692",1,0,"both"
"187522736","187522752",0.9963,0,"both"
"187522736","187522830",0.9963,0,"from"
"187522738","187522675",1,0,"to"
"187522739","187522699",1,0,"both"
"187522739","187522758",1,0,"both"
"187522739","187522899",1,0,"both"
"187522739","187522913",1,0,"from"
"187522740","187522812",0.5792,0,"from"
"187522743","187522708",1,0,"both"
"187522743","187522755",1,0,"both"
"187522743","187522819",1,0,"from"
"187522744","187522663",1,0,"both"
"187522744","187522720",1,0,"both"
"187522744","187522760",1,0,"both"
"187522744","187522826",1,0,"from"
"187522745","187522683",1,0,"both"
"187522745","187522686",1,0,"both"
"187522745","187522862",1,0,"from"
"187522747","187522693",1,0,"both"
"187522747","187522763",1,0,"both"
"187522747","187522793",1,0,"both"
"187522747","187522841",1,0,"both"
"187522747","187522883",1,0,"from"
"187522749","187522677",1,0,"both"
"187522749","187522698",1,0,"both"
"187522749","187522777",1,0,"both"
"187522749","187522822",1,0,"both"
"187522749","187522855",1,0,"from"
"187522750","187522799",1,0,"from"
"187522752","187522670",1,0,"both"
"187522752","187522692",0.9963,0,"both"
"187522752","187522736",0.9963,0,"both"
"187522752","187522830",1,0,"from"
"187522753","187522718",1,0,"to"
"187522755","187522708",1,0,"both"
"187522755","187522743",1,0,"both"
"187522755","187522819",1,0,"from"
"187522756","187522806",1,0,"both"
"187522756","187522828",1,0,"from"
"187522757","187522702",1,0,"to"
"187522758","187522699",1,0,"both"
"187522758","187522739",1,0,"both"
"187522758","187522899",1,0,"both"
"187522758","187522913",1,0,"from"
"187522760","187522663",1,0,"both"
"187522760","187522720",1,0,"both"
"187522760","187522744",1,0,"both"
"187522760","187522826",1,0,"from"
"187522761","187522681",1,0,"both"
"187522761","187522695",1,0,"both"
"187522761","187522776",1,0,"from"
"187522762","187522710",1,0,"both"
"187522762","187522813",1,0,"both"
"187522762","187522844",1,0,"both"
"187522762","187522879",1,0,"both"
"187522762","187522889",1,0,"both"
"187522762","187522896",1,0,"from"
"187522763","187522693",1,0,"both"
"187522763","187522747",1,0,"both"
"187522763","187522793",1,0,"both"
"187522763","187522841",1,0,"both"
"187522763","187522883",1,0,"from"
"187522764","187522778",1,0,"both"
"187522764","187522808",1,0,"both"
"187522764","187522811",1,0,"from"
"187522765","187522671",1,0,"to"
